Anio,Semana,Producto,Finca,Bloque,Variedad,Bloque&Varid,Estimado_modelo,Produccion,%dif,Ajuste,error_relativo,area_subestimacion,area_sobreestimacion,area_neta,Semana&Bloque&Varid
2026,35,STANDARD,ASTROFLORES,7,REDIANT,35007REDIANT,1327,1410.0,0.058865248226950356,,0.058865248226950356,28.529699968904243,-74.88966743344372,-46.35996746453948,35&007&REDIANT
2026,35,STANDARD,ASTROFLORES,7,SUMMER ROMANCE,35007SUMMER ROMANCE,422,925.0,0.5437837837837838,,0.5437837837837838,28.529699968904243,-74.88966743344372,-46.35996746453948,35&007&SUMMER ROMANCE
2026,35,STANDARD,ASTROFLORES,7,VENDELA,35007VENDELA,14613,7680.0,-0.902734375,,-0.902734375,28.529699968904243,-74.88966743344372,-46.35996746453948,35&007&VENDELA
2026,35,STANDARD,ASTROFLORES,8,DEEP PURPLE,35008DEEP PURPLE,1536,3660.0,0.580327868852459,,0.580327868852459,28.529699968904243,-74.88966743344372,-46.35996746453948,35&008&DEEP PURPLE
2026,35,STANDARD,ASTROFLORES,8,FREEDOM,35008FREEDOM,2047,3480.0,0.4117816091954023,,0.4117816091954023,28.529699968904243,-74.88966743344372,-46.35996746453948,35&008&FREEDOM
2026,35,STANDARD,ASTROFLORES,8,JOCKER,35008JOCKER,3400,3550.0,0.04225352112676056,,0.04225352112676056,28.529699968904243,-74.88966743344372,-46.35996746453948,35&008&JOCKER
2026,35,STANDARD,ASTROFLORES,8,LUMIA,35008LUMIA,1312,1710.0,0.2327485380116959,,0.2327485380116959,28.529699968904243,-74.88966743344372,-46.35996746453948,35&008&LUMIA
2026,35,STANDARD,ASTROFLORES,10,COOLDOWN,35010COOLDOWN,3953,3700.0,-0.06837837837837837,,-0.06837837837837837,28.529699968904243,-74.88966743344372,-46.35996746453948,35&010&COOLDOWN
2026,35,STANDARD,ASTROFLORES,10,VIOLET HILL,35010VIOLET HILL,3933,4980.0,0.21024096385542168,,0.21024096385542168,28.529699968904243,-74.88966743344372,-46.35996746453948,35&010&VIOLET HILL
2026,35,STANDARD,ASTROFLORES,11,BRIGHTON,35011BRIGHTON,3891,3150.0,-0.23523809523809525,,-0.23523809523809525,28.529699968904243,-74.88966743344372,-46.35996746453948,35&011&BRIGHTON
2026,35,STANDARD,ASTROFLORES,11,CANDLELIGHT,35011CANDLELIGHT,5349,3700.0,-0.4456756756756757,,-0.4456756756756757,28.529699968904243,-74.88966743344372,-46.35996746453948,35&011&CANDLELIGHT
2026,35,STANDARD,ASTROFLORES,11,CAYENNE,35011CAYENNE,639,1950.0,0.6723076923076923,,0.6723076923076923,28.529699968904243,-74.88966743344372,-46.35996746453948,35&011&CAYENNE
2026,35,STANDARD,ASTROFLORES,11,LUMIA,35011LUMIA,1122,1260.0,0.10952380952380952,,0.10952380952380952,28.529699968904243,-74.88966743344372,-46.35996746453948,35&011&LUMIA
2026,35,STANDARD,ASTROFLORES,11,STARDUST,35011STARDUST,2103,3725.0,0.43543624161073824,,0.43543624161073824,28.529699968904243,-74.88966743344372,-46.35996746453948,35&011&STARDUST
2026,35,STANDARD,ASTROFLORES,12,DEEP PURPLE,35012DEEP PURPLE,6434,15720.0,0.5907124681933842,,0.5907124681933842,28.529699968904243,-74.88966743344372,-46.35996746453948,35&012&DEEP PURPLE
2026,35,STANDARD,ASTROFLORES,12,LIGHT HOUSE,35012LIGHT HOUSE,787,1140.0,0.30964912280701756,,0.30964912280701756,28.529699968904243,-74.88966743344372,-46.35996746453948,35&012&LIGHT HOUSE
2026,35,STANDARD,ASTROFLORES,13,COUNTRY BLUES,35013COUNTRY BLUES,1409,1160.0,-0.21465517241379312,,-0.21465517241379312,28.529699968904243,-74.88966743344372,-46.35996746453948,35&013&COUNTRY BLUES
2026,35,STANDARD,ASTROFLORES,13,LORRAINE,35013LORRAINE,2889,2600.0,-0.11115384615384616,,-0.11115384615384616,28.529699968904243,-74.88966743344372,-46.35996746453948,35&013&LORRAINE
2026,35,STANDARD,ASTROFLORES,13,LUMIA,35013LUMIA,308,300.0,-0.02666666666666667,,-0.02666666666666667,28.529699968904243,-74.88966743344372,-46.35996746453948,35&013&LUMIA
2026,35,STANDARD,ASTROFLORES,13,VENDELA,35013VENDELA,9577,8700.0,-0.10080459770114943,,-0.10080459770114943,28.529699968904243,-74.88966743344372,-46.35996746453948,35&013&VENDELA
2026,35,STANDARD,ASTROFLORES,14,STARDUST,35014STARDUST,3971,4450.0,0.10764044943820225,,0.10764044943820225,28.529699968904243,-74.88966743344372,-46.35996746453948,35&014&STARDUST
2026,35,STANDARD,ASTROFLORES,15,JOCKER,35015JOCKER,2642,2450.0,-0.0783673469387755,,-0.0783673469387755,28.529699968904243,-74.88966743344372,-46.35996746453948,35&015&JOCKER
2026,35,STANDARD,ASTROFLORES,16,DREAM IN PEACH,35016DREAM IN PEACH,1044,990.0,-0.05454545454545454,,-0.05454545454545454,28.529699968904243,-74.88966743344372,-46.35996746453948,35&016&DREAM IN PEACH
2026,35,STANDARD,ASTROFLORES,16,NINA,35016NINA,2078,1575.0,-0.31936507936507935,,-0.31936507936507935,28.529699968904243,-74.88966743344372,-46.35996746453948,35&016&NINA
2026,35,STANDARD,ASTROFLORES,17,FREEDOM,35017FREEDOM,2309,5850.0,0.6052991452991453,,0.6052991452991453,28.529699968904243,-74.88966743344372,-46.35996746453948,35&017&FREEDOM
2026,35,STANDARD,ASTROFLORES,17,GOLDFINCH,35017GOLDFINCH,1886,1675.0,-0.12597014925373134,,-0.12597014925373134,28.529699968904243,-74.88966743344372,-46.35996746453948,35&017&GOLDFINCH
2026,35,STANDARD,ASTROFLORES,18,BRIGHTON,35018BRIGHTON,1330,1350.0,0.014814814814814815,,0.014814814814814815,28.529699968904243,-74.88966743344372,-46.35996746453948,35&018&BRIGHTON
2026,35,STANDARD,ASTROFLORES,19,BRIGHTON,35019BRIGHTON,3900,6100.0,0.36065573770491804,,0.36065573770491804,28.529699968904243,-74.88966743344372,-46.35996746453948,35&019&BRIGHTON
2026,35,STANDARD,ASTROFLORES,19,TABATHA,35019TABATHA,1410,2220.0,0.36486486486486486,,0.36486486486486486,28.529699968904243,-74.88966743344372,-46.35996746453948,35&019&TABATHA
2026,35,STANDARD,ASTROFLORES,20,BRIGHTON,35020BRIGHTON,3434,3900.0,0.11948717948717949,,0.11948717948717949,28.529699968904243,-74.88966743344372,-46.35996746453948,35&020&BRIGHTON
2026,35,STANDARD,ASTROFLORES,20,TYCOON,35020TYCOON,926,840.0,-0.10238095238095238,,-0.10238095238095238,28.529699968904243,-74.88966743344372,-46.35996746453948,35&020&TYCOON
2026,35,STANDARD,ASTROFLORES,21,SHOW GIRL,35021SHOW GIRL,2782,1450.0,-0.9186206896551724,,-0.9186206896551724,28.529699968904243,-74.88966743344372,-46.35996746453948,35&021&SHOW GIRL
2026,35,STANDARD,ASTROFLORES,22,CORAL REEF,35022CORAL REEF,1235,1950.0,0.36666666666666664,,0.36666666666666664,28.529699968904243,-74.88966743344372,-46.35996746453948,35&022&CORAL REEF
2026,35,STANDARD,ASTROFLORES,23,COTOPAXI,35023COTOPAXI,9668,5820.0,-0.6611683848797251,,-0.6611683848797251,28.529699968904243,-74.88966743344372,-46.35996746453948,35&023&COTOPAXI
2026,35,STANDARD,ASTROFLORES,23,FRUTTETO,35023FRUTTETO,3984,5610.0,0.2898395721925134,,0.2898395721925134,28.529699968904243,-74.88966743344372,-46.35996746453948,35&023&FRUTTETO
2026,35,STANDARD,ASTROFLORES,24,COTOPAXI,35024COTOPAXI,4966,2940.0,-0.6891156462585034,,-0.6891156462585034,28.529699968904243,-74.88966743344372,-46.35996746453948,35&024&COTOPAXI
2026,35,STANDARD,ASTROFLORES,24,SWEETNESS,35024SWEETNESS,1888,1650.0,-0.14424242424242426,,-0.14424242424242426,28.529699968904243,-74.88966743344372,-46.35996746453948,35&024&SWEETNESS
2026,35,STANDARD,ASTROFLORES,24,TYCOON,35024TYCOON,3613,4230.0,0.1458628841607565,,0.1458628841607565,28.529699968904243,-74.88966743344372,-46.35996746453948,35&024&TYCOON
2026,35,STANDARD,ASTROFLORES,25,PINK MONDIAL,35025PINK MONDIAL,2851,4300.0,0.3369767441860465,,0.3369767441860465,28.529699968904243,-74.88966743344372,-46.35996746453948,35&025&PINK MONDIAL
2026,35,STANDARD,ASTROFLORES,26,LOLA,35026LOLA,2039,3325.0,0.3867669172932331,,0.3867669172932331,28.529699968904243,-74.88966743344372,-46.35996746453948,35&026&LOLA
2026,35,STANDARD,ASTROFLORES,26,PALOMA,35026PALOMA,2644,3100.0,0.14709677419354839,,0.14709677419354839,28.529699968904243,-74.88966743344372,-46.35996746453948,35&026&PALOMA
2026,35,STANDARD,ASTROFLORES,27,SATISFACTION,35027SATISFACTION,4373,4680.0,0.0655982905982906,,0.0655982905982906,28.529699968904243,-74.88966743344372,-46.35996746453948,35&027&SATISFACTION
2026,35,STANDARD,ASTROFLORES,27,TIFFANY,35027TIFFANY,3840,5880.0,0.3469387755102041,,0.3469387755102041,28.529699968904243,-74.88966743344372,-46.35996746453948,35&027&TIFFANY
2026,35,STANDARD,ASTROFLORES,28,COTOPAXI,35028COTOPAXI,6487,4530.0,-0.4320088300220751,,-0.4320088300220751,28.529699968904243,-74.88966743344372,-46.35996746453948,35&028&COTOPAXI
2026,35,STANDARD,ASTROFLORES,28,DEEP PURPLE,35028DEEP PURPLE,3547,5640.0,0.37109929078014187,,0.37109929078014187,28.529699968904243,-74.88966743344372,-46.35996746453948,35&028&DEEP PURPLE
2026,35,STANDARD,ASTROFLORES,29,PINK FLOYD,35029PINK FLOYD,2521,3625.0,0.304551724137931,,0.304551724137931,28.529699968904243,-74.88966743344372,-46.35996746453948,35&029&PINK FLOYD
2026,35,STANDARD,ASTROFLORES,30,EXPLORER,35030EXPLORER,1488,1750.0,0.14971428571428572,,0.14971428571428572,28.529699968904243,-74.88966743344372,-46.35996746453948,35&030&EXPLORER
